ID,heading,sortid,path
637,"Alexander (Titles, etc.)",638.5,5/0114/A2707
638,Alexandra,639.5,5/0114/A2708
639,Alexandria,640.5,9/0115/A2709
640,Alexandrian,641.5,9/0115/A2710
641,Alexius,642.5,9/0115/A2711
642,Alfasi,643.5,9/0115/A2712
643,Alfieri,644.5,9/0115/A2713
644,Alfoeldi,645.5,9/0115/A2714
645,Alfonso,646.5,9/0115/A2715
646,Alfonsov,647.5,9/0116/A2716
647,Alfred (Forename),648.5,9/0116/A2717
648,Alfred (Surname),649.5,9/0116/A2718
649,Algae,650.5,9/0116/A2719
650,Algamil,651.5,9/0116/A2720
651,Algebra (Subject),652.5,sub
652,"Algebra, Abstract",653.5,9/0116/A2725
653,"Algebra, Boolean",654.5,9/0117/A2728
654,"Algebra (Titles, etc.)",655.5,9/0117/A2729
655,Algebraic,656.5,9/0117/J1431
656,Algebraic S,657.5,9/0117/A2726
657,Algebras,658.5,9/0117/A2731
658,Algebre,659.5,9/0117/A2727
659,Algeria (Person),660.5,9/0117/A2732
660,Algeria (As author),661.5,9/0117/A2743
661,Algeria (Subject),662.5,sub
662,"Algeria (Titles, etc.)",663.5,9/0118/A2740
663,Algiers (City),664.5,9/0119/A2748
664,Algire,665.5,9/0119/A2749
665,Algood,666.5,9/0119/A2750
666,Algoud,667.5,9/0119/A2751
667,Alhadeff,668.5,9/0119/A2752
668,Ali,669.5,9/0119/A2753
669,"Ali, M",670.5,9/0119/A2754
670,Ali-abadi,671.5,9/0120/A2755
671,Ali Ba Dhib,672.5,9/0120/A2756
672,Ali ibn Abi Talib,673.5,9/0120/A2757
673,Ali ibn Ahmad,674.5,9/0120/A2758
674,Ali ibn Muhammad,675.5,9/0120/A2759
675,Ali Khan,676.5,9/0120/A2760
676,Ali Shir,677.5,9/0121/A2761
677,Aliandro,678.5,9/0121/A2762
678,Alicata,679.5,9/0121/A2763
679,Alien labor (Subject),680.5,9/0121/A2767
680,"Alien labor, African",681.5,9/0121/A2768
681,Alienation,682.5,9/0121/A2769
682,Aliens,683.5,9/0121/A2770
683,Aliento,684.5,9/0122/A2772
684,Alim,685.5,9/0122/A2773
685,Alisar,686.5,9/0122/A2774
686,Alizade,687.5,9/0122/A2771
687,Alkan,688.5,9/0122/A2775
688,All,689.5,9/0122/A2776
689,All in ...,690.5,9/0123/A2777
690,All our ...,691.5,9/0123/A2778
691,All the ...,692.5,9/0123/A2779
692,Alla,693.5,9/0123/A2780
693,Allain,694.5,9/0123/A2781
694,Allan,695.5,9/0123/A2782
695,Allard,696.5,9/0123/A2783
696,Allardice,697.5,4/0124/A2784
697,Alleau,698.5,4/0124/A2785
698,Allegoria,699.5,4/0124/A2786
699,Allegro,700.5,4/0124/A2787
700,Alleins,701.5,4/0124/A2788
701,Allen,702.5,4/0124/A2789
702,"Allen, D",703.5,4/0124/A2790
703,"Allen, E",704.5,10/0125/A2791
704,"Allen, G",705.5,10/0125/A2792
705,"Allen, H",706.5,10/0125/A2793
706,"Allen, J",707.5,10/0125/A2794
707,"Allen, John",708.5,10/0125/A2795
708,"Allen, M",709.5,10/0125/A2796
709,"Allen, R",710.5,10/0125/A2797
710,"Allen, S",711.5,3/0126/A2798
711,"Allen, W",712.5,3/0126/A2799
712,"Allen, Willis",713.5,3/0126/A2800
713,Allender,714.5,3/0126/A2802
714,Allert,715.5,3/0126/A2803
715,Alleton,716.5,3/0126/A2804
716,Allgemeine,717.5,3/0127/A2801
717,Allgemeinen,718.5,3/0127/A2805
718,Alli,719.5,3/0127/A2806
719,Allied,720.5,3/0127/A2807
720,Allied P,721.5,3/0127/A2808
721,Allin,722.5,3/0127/A2809
722,Allinsmith,723.5,3/0127/A2810
723,Allison,724.5,3/0128/A2813
724,Allix,725.5,3/0128/A2812
725,Allom,726.5,3/0128/A2814
726,Alloys,727.5,3/0128/A2815
727,Allport,728.5,3/0128/A2816
728,Allus,729.5,3/0128/A2817
729,Alm,730.5,3/0128/A2818
730,Almack,731.5,3/0129/A2819
731,Almanac,732.5,3/0129/A2820
732,Almanach,733.5,3/0129/A2821
733,Almanacs,734.5,3/0129/A2823
734,"Almanacs, English",735.5,3/0129/A2824
735,"Almanacs (Titles, etc.)",736.5,3/0129/A2822
736,Almeida (Surname),737.5,3/0129/A2825
737,Almeida (Compound name),738.5,3/0129/A2826
738,Almer,739.5,3/0130/A2831
739,Almon,740.5,3/0130/A2832
740,Almquist,741.5,3/0130/A2833
741,Alon,742.5,3/0130/A2834
742,Alonso,743.5,3/0130/A2835
743,"Alonso, W",744.5,3/0130/A2836
744,Alos,745.5,3/0130/A2837
745,Alperi,746.5,3/0131/A2839
746,Alpes,747.5,3/0131/A2838
747,Alphabet,748.5,3/0131/A2840
748,Alphabets,749.5,3/0131/A2841
749,Alpin,750.5,3/0131/A2842
750,Alps,751.5,3/0131/A2843
751,"Alps, Austrian",752.5,3/0131/A2846
752,Alsace,753.5,3/0132/A2847
753,Alsace-Lorraine,754.5,3/0132/A2848
754,Alsalihi,755.5,3/0132/A2850
755,Alsop,756.5,3/0132/A2851
756,Alt,757.5,3/0132/A2852
757,Altabe,758.5,3/0132/A2853
758,Altan,759.5,9/0133/A2856
759,Altavilla,760.5,9/0133/A2855
760,Altdorfer,761.5,9/0133/A2854
761,Altenberg,762.5,9/0133/A2857
762,Alter,763.5,9/0133/A2858
763,Altermatt,764.5,9/0133/A2859
764,Alterocca,765.5,9/0134/A2860
765,Altheim,766.5,9/0134/A2861
766,Althusser,767.5,9/0134/A2862
767,Altitude,768.5,9/0134/A2863
768,Altman,769.5,9/0134/A2864
769,Altner,770.5,9/0134/A2865
770,Altrichter,771.5,9/0135/A2866
771,Altstotter,772.5,9/0135/A2867
772,Aluminum,773.5,9/0135/A2871
773,Alumnae,774.5,9/0135/A2868
774,Alva,775.5,9/0135/A2869
775,Alvarez (Surname),776.5,9/0135/A2870
776,Alvarez (Compound name),777.5,9/0135/A2872
777,Alvarez Q,778.5,5/0136/A2873
778,Alverson,779.5,5/0136/A2874
779,Alwan,780.5,5/0136/A2875
780,Alypius,781.5,5/0136/A2876
781,Amabile,782.5,5/0136/A2877
782,Amado,783.5,5/0136/A2879
783,Amal,784.5,5/0137/A2878
784,Amamoo,785.5,5/0137/A2880
785,Amantius,786.5,5/0137/A2881
786,Amari,787.5,5/0137/A2882
787,Amateur,788.5,5/0137/A2883
788,Amati,789.5,5/0137/A2884
789,Amazon,790.5,5/0138/A2885
790,Amazoniad,791.5,5/0138/A2886
791,Ambasz,792.5,5/0138/A2887
792,Ambler,793.5,5/0138/A2888
793,Ambrosch,794.5,5/0138/A2889
794,Ambrosius,795.5,5/0138/A2890
795,Ambrosoli,796.5,5/0139/A2844
796,Ameel,797.5,5/0139/A2849
797,Amelung,798.5,5/0139/A2845
798,Amendola,799.5,5/0139/A2891
799,America (Person),800.5,5/0139/A2892
800,America (Place),801.5,sub
801,"America, North",802.5,5/0141/A3360
802,"America (Titles, etc.)",803.5,5/0141/A3361
803,America C,804.5,5/0141/A3362
804,America L,805.5,5/0141/A3368
805,America M,806.5,5/0141/A3363
806,American,807.5,5/0141/A3364
807,American Academy of Arts,808.5,5/0141/A3405
808,American Academy of Political and Social Science,809.5,sub
809,American Academy of Psychoanalysis,810.5,5/0142/A3370
810,American and ...,811.5,5/0142/A3371
811,American antiquarian,812.5,5/0142/A3372
812,American antiques,813.5,5/0142/A3373
813,American Art Association,814.5,5/0142/A3374
814,American Art Association of Paris,815.5,6/0143/A3375
815,American Assembly,816.5,6/0143/A3376
816,American Association for the Advancement of Science,817.5,sub
817,American Association for the Advancement of Slavic Studies,818.5,6/0143/A3378
818,American Association of Museums,819.5,6/0143/A3385
819,American Association of Physical Anthropologists,820.5,6/0144/A3386
820,American Association of State Highway and ...,821.5,6/0144/A3389
821,American Astronautical Society,822.5,6/0144/A3388
822,American ballads,823.5,6/0144/A3390
823,American Bankers' Association,824.5,6/0144/A3391
824,American Bar Association,825.5,sub
825,"American Bar Association (Titles, etc.)",826.5,6/0144/A3392
826,American Board and ...,827.5,6/0145/A3398
827,American Cancer Society,828.5,6/0145/A3399
828,American Chemical Society,829.5,sub
829,"American Chemical Society, Chicago Section",830.5,6/0146/A3414
830,American Civil War,831.5,6/0146/A3417
831,American Colonization Society,832.5,6/0146/A3418
832,American Concrete Institute,833.5,6/0146/A3419
833,American constitution,834.5,6/0146/A3420
834,American Council of Learned Societies,835.5,sub
835,American Council of Life Insurance,836.5,6/0147/A3422
836,American Council on Public Affairs,837.5,6/0147/A3427
837,American democracy,838.5,6/0147/A3428
838,American drama (Subject),839.5,sub
839,American drama (Comedy),840.5,6/0148/A3433
840,American economic development,841.5,6/0148/A3435
841,American Enterprise Institute for Public Policy Research,842.5,sub
842,American Enterprise Institute perspectives,843.5,6/0148/A3440
843,American Ethnological Society,844.5,6/0149/A3443
844,American federation movement,845.5,6/0149/A3444
845,American fiction (Subject),846.5,sub
846,"American fiction ... (Titles, etc.)",847.5,6/0150/A3254
847,American foreign policy,848.5,6/0150/A3255
848,American G,849.5,6/0150/A3256
849,American Geological Institute,850.5,6/0150/A3257
850,American government,851.5,6/0150/A3258
851,American heritage,852.5,6/0150/A3259
852,American historical anthropology,853.5,6/0151/A3260
853,American Historical Company,854.5,6/0151/A3261
854,American I,855.5,6/0151/A3262
855,American Indian,856.5,6/0151/A3263
856,American individualism,857.5,6/0151/A3264
857,American Institute of Aeronautics,858.5,6/0151/A3266
858,American Institute of Architects,859.5,6/0151/A3265
859,American Institute of Biological sciences,860.5,9/0152/A3267
860,American Institute of Chemical Engineers,861.5,sub
861,American Institute of Christian philosophy,862.5,9/0152/A3285
862,American Institute of Industrial Engineers,863.5,9/0152/A3286
863,American Institute of Physics,864.5,9/0152/A3287
864,American Institute of Planners,865.5,6/0153/A3290
865,American Irish,866.5,6/0153/A3288
866,American journal,867.5,6/0153/A3289
867,American Judaism,868.5,6/0153/A3291
868,American league against,869.5,6/0153/A3292
869,American Library Association,870.5,sub
870,American Library Association catalog,871.5,9/0154/A3299
871,American literature,872.5,sub
872,American literature (Collections),873.5,9/0156/A3321
873,American Management Association,874.5,9/0156/A3323
874,American manifesto,875.5,9/0156/A3324
875,American Mathematical Society,876.5,sub
876,American Mathematical Society Short Course,877.5,4/0157/A3327
877,American method,878.5,4/0157/A3337
878,"American Museum of Natural History, New York",879.5,sub
879,"American Museum of Photography, Philadelphia",880.5,4/0158/A3338
880,American nativism,881.5,4/0158/A3341
881,American newspapers (Subject),882.5,4/0158/A3342
882,"American newspapers (Titles, etc.)",883.5,4/0158/A3343
883,American orations,884.5,4/0158/A3344
884,American Pacific Ocean,885.5,4/0159/A3345
885,American periodicals,886.5,4/0159/A3346
886,American pewter,887.5,4/0159/A3347
887,American Philosophical Society,888.5,sub
888,American philosophy,889.5,4/0159/A3453
889,American poetry,890.5,sub
890,"American poetry (Titles, etc.)",891.5,4/0160/A3464
891,American politics,892.5,4/0160/A3465
892,American problem,893.5,4/0161/A3466
893,American Psychiatric Association,894.5,4/0161/G2703
894,American Public Health,895.5,4/0161/A3467
895,American Railroad Journal,896.5,4/0161/A3468
896,American revolution,897.5,4/0161/A3469
897,American Sabbath,898.5,4/0161/A3470
898,American school,899.5,4/0162/A3490
899,American sea,900.5,4/0162/A3491
900,American social,901.5,4/0162/A3492
901,American Society for Metals,902.5,4/0162/A3493
902,American Society for Public Administration,903.5,4/0162/A3494
903,American Society for Testing and Materials,904.5,sub
904,American Society for Testing and Materials. Joint research committee,905.5,4/0163/A3503
905,American Society of Civil Engineers,906.5,sub
906,American Society of Civil Engineers and ...,907.5,4/0163/A3504
907,American Society of Mechanical Engineers,908.5,sub
908,American Society of Municipal Engineers,909.5,4/0164/A3512
909,American Society of Traffic and ...,910.5,4/0164/A3519
910,American Standards Association,911.5,4/0164/A3520
911,American strategy,912.5,4/0164/A3521
912,American surnames,913.5,4/0165/A3522
913,American Tory,914.5,4/0165/A3523
914,American trust,915.5,4/0165/A3524
915,"American University, Washington, D.C.",916.5,sub
916,"American University (Titles, etc.)",917.5,4/0165/A3531
917,American veterans,918.5,4/0165/A3532
918,American way,919.5,4/0166/A3533
919,American wit and humor,920.5,sub
920,"American wit and humor, pictorial",921.5,4/0166/A3575
921,American writer and ...,922.5,4/0166/A3537
922,Americanism,923.5,4/0166/A3538
923,Americans,924.5,4/0166/A3539
924,Americans in ...,925.5,4/0166/A3540
925,Americans L,926.5,4/0167/A3541
926,America's,927.5,4/0167/A3546
927,Americaville,928.5,4/0167/A3542
928,Amerikanskii,929.5,4/0167/A3543
929,Ames,930.5,4/0167/A3544
930,"Ames, L",931.5,4/0167/A3545
931,Amesbury,932.5,4/0167/A3576
932,Amherst,933.5,4/0168/A3547
933,Amherster,934.5,4/0168/A3548
934,Amicis,935.5,4/0168/A3549
935,Amiel,936.5,4/0168/A3550
936,Amil,937.5,4/0168/A3551
937,Amin,938.5,4/0168/A3552
938,"Amin, O",939.5,4/0169/A3553
939,Aminev,940.5,4/0169/A3554
940,Amir,941.5,4/0169/A3555
941,Amira,942.5,4/0169/A3556
942,Amis,943.5,4/0169/A3557
943,Amitin,944.5,4/0169/A3558
944,Ammannati,945.5,4/0170/A3559
945,Ammon,946.5,4/0170/A3560
946,Amner,947.5,4/0170/A3562
947,Amoneit,948.5,4/0170/A3561
948,Amore,949.5,4/0170/A3563
949,Amorphous,950.5,4/0170/A3565
950,Amos,951.5,4/0171/A3566
951,Amour,952.5,4/0171/A3564
952,Amouroux,953.5,4/0171/A3567
953,Amphibian,954.5,4/0171/A3570
954,"Amphibians, Fossil",955.5,4/0171/A3568
955,Amphlett,956.5,4/0171/A3569
956,Amrohawi,957.5,4/0172/A3577
957,Amsterdam (Person),958.5,4/0172/A3578
958,Amsterdam (Place),959.5,sub
959,"Amsterdam, New York",960.5,4/0172/A3582
960,"Amsterdam (Titles, etc.)",961.5,4/0172/A3584
961,Amtsfeld,962.5,4/0172/A3585
962,Amurath,963.5,4/0172/A3586
963,Amusin,964.5,4/0173/A3587
964,An,965.5,4/0173/A3588
965,Anabaptists,966.5,4/0173/A3589
966,Anacreon,967.5,4/0173/A3590
967,Anadol,968.5,4/0173/A3591
968,Analecta,969.5,4/0173/A3592
969,Analecta romana,970.5,4/0173/A3593
970,Analisis,971.5,4/0174/A3594
971,Analiza,972.5,4/0174/A3595
972,Analys,973.5,4/0174/A3596
973,Analysis,974.5,4/0174/A3597
974,Analysis and ...,975.5,4/0174/A3598
975,Analysis of ...,976.5,4/0174/A3599
976,Analysis of M,977.5,4/0175/G3470
977,Analysis of the ...,978.5,4/0175/A3600
978,Analytic,979.5,4/0175/A3601
979,Analytical,980.5,4/0175/A3602
980,Analytical flame,981.5,4/0175/A3605
981,Analyticall,982.5,4/0175/A3603
982,Ananev,983.5,4/0175/A3604
983,Anarchism and anarchists,984.5,sub
984,Anarchism and anarchists in literature,985.5,9/0176/A3607
985,Anastasio,986.5,9/0176/A3610
986,Anatome,987.5,9/0176/A3612
987,Anatomy,988.5,9/0176/A3611
988,"Anatomy, Human",989.5,6/0177/A3613
989,"Anatomy (Titles, etc.)",990.5,6/0177/A3614
990,Anatomy of N,991.5,6/0177/A3615
991,Anaya,992.5,6/0177/A3616
992,Ancenis,993.5,6/0177/A3617
993,Anciaux,994.5,6/0177/A3618
994,Ancient,995.5,9/0178/A3620
995,Ancient F,996.5,9/0178/A3621
996,Ancient N,997.5,9/0178/A3622
997,Ancona,998.5,9/0178/A3623
998,And,999.5,9/0178/A3624
999,Anda,1000.5,9/0178/A3625
1000,Andari,1001.5,4/0179/A3626
1001,Andereck,1002.5,4/0179/A3627
1002,Andersen,1003.5,4/0179/A3628
1003,"Andersen, I",1004.5,4/0179/A3629
1004,Anderson,1005.5,4/0179/A3630
1005,"Anderson, B",1006.5,4/0179/A3631
1006,"Anderson, D",1007.5,6/0180/A3632
1007,"Anderson, E",1008.5,6/0180/A3633
1008,"Anderson, G",1009.5,6/0180/A3634
1009,"Anderson, J",1010.5,6/0180/A3636
1010,"Anderson, John",1011.5,6/0180/A3635
1011,"Anderson, K",1012.5,6/0180/A3637
1012,"Anderson, N",1013.5,6/0181/A3638
1013,"Anderson, R",1014.5,6/0181/A3639
1014,"Anderson, Rufus",1015.5,6/0181/A3640
1015,"Anderson, V",1016.5,6/0181/A3641
1016,"Anderson, Y",1017.5,6/0181/A3642
1017,Anderssen,1018.5,6/0181/A3643
1018,Andes,1019.5,6/0182/A3644
1019,Andia,1020.5,6/0182/A3645
1020,Ando,1021.5,6/0182/A3646
1021,Andrade,1022.5,6/0182/A3647
1022,"Andrade, M",1023.5,6/0182/A3648
1023,Andrae,1024.5,6/0182/A3649
1024,Andre,1025.5,6/0182/A3650
1025,"Andre, L",1026.5,6/0183/A3651
1026,Andrea,1027.5,6/0183/A3652
1027,Andreas,1028.5,6/0183/A3653
1028,Andreasen,1029.5,6/0183/A3654
1029,Andreev,1030.5,6/0183/A3655
1030,"Andreev, L",1031.5,6/0183/A3656
1031,Andreeva,1032.5,6/0183/A3657
1032,Andreotti,1033.5,6/0183/A3658
1033,Andresen,1034.5,6/0184/A3659
1034,Andrew,1035.5,6/0184/A3660
1035,Andrewes,1036.5,6/0184/A3661
1036,Andrews,1037.5,6/0184/A3662
1037,"Andrews, F",1038.5,6/0184/A3663
1038,"Andrews, J",1039.5,6/0184/A3664
1039,"Andrews, L",1040.5,6/0184/A3665
1040,"Andrews, W",1041.5,6/0185/A3668
1041,Andria,1042.5,6/0185/A3669
1042,Andrieu,1043.5,6/0185/G2818
1043,Andro,1044.5,6/0185/A3670
1044,Andru,1045.5,6/0185/A3671
1045,Anecdotes,1046.5,6/0185/A3672
1046,"Anecdotes, Legal",1047.5,6/0185/A3673
1047,Anesaki,1048.5,6/0186/A3674
1048,Anfilofev,1049.5,6/0186/A3675
1049,Angel,1050.5,6/0186/A3676
1050,Angela,1051.5,6/0186/A3677
1051,Angeline,1052.5,6/0186/A3678
1052,Angell,1053.5,6/0186/A3679
1053,Angelleli,1054.5,6/0187/A3680
1054,Angels,1055.5,6/0187/A3681
1055,Anger,1056.5,6/0187/A3682
1056,Angeville,1057.5,6/0187/A3683
1057,Angioni,1058.5,6/0187/A3684
1058,Anglebert,1059.5,6/0187/A3685
1059,Anglesey,1060.5,6/0188/A3686
1060,Anglican,1061.5,6/0188/A3687
1061,Anglin,1062.5,6/0188/A3688
1062,Anglo,1063.5,6/0188/A3689
1063,Anglo B,1064.5,6/0188/A3690
1064,Anglo N,1065.5,6/0188/A3691
1065,Anglo-Saxon,1066.5,6/0188/A3692
1066,Anglo-Saxon language,1067.5,sub
1067,Anglo-Saxon law,1068.5,6/0189/A3694
1068,Anglo-Saxon poetry,1069.5,6/0189/A3700
1069,Anglo-Saxon race,1070.5,6/0189/A3703
1070,Angola,1071.5,6/0189/A3701
1071,"Angola (Titles, etc.)",1072.5,6/0189/A3702
1072,Angrosino,1073.5,6/0190/A3704
1073,Angulo,1074.5,6/0190/A3705
1074,Ani,1075.5,6/0190/A3706
1075,Anikanov,1076.5,6/0190/A3707
1076,Animal,1077.5,6/0190/A3708
1077,Animal E,1078.5,6/0190/A3709
1078,Animal I,1079.5,6/0191/A3710
1079,Animal L,1080.5,6/0191/A3711
1080,Animal N,1081.5,6/0191/A3712
1081,Animal R,1082.5,6/0191/A3713
1082,Animals,1083.5,6/0191/G2819
1083,"Animals, Habits and behavior of",1084.5,sub
1084,"Animals, Imaginary",1085.5,6/0192/G2820
1085,"Animals, Mythical",1086.5,6/0192/A3715
1086,Animals in ...,1087.5,6/0192/A3719
1087,Animals in M,1088.5,6/0192/A3720
1088,Anisimov,1089.5,6/0192/A3721
1089,Anjou,1090.5,6/0192/A3722
1090,Ankara,1091.5,sub
1091,Ankara (Province),1092.5,6/0193/A3726
1092,Anlyan,1093.5,6/0193/A3728
1093,Annalen,1094.5,6/0193/A3729
1094,Annales,1095.5,6/0193/J1430
1095,Annales de ...,1096.5,6/0193/A3730
1096,Annales du ...,1097.5,6/0193/A3731
1097,Annali,1098.5,6/0194/A3732
1098,Annals,1099.5,6/0194/A3733
1099,Annals of M,1100.5,6/0194/A3734
1100,Annam,1101.5,6/0194/G2821
1101,Anne,1102.5,6/0194/A3735
1102,Anneau,1103.5,6/0194/A3736
1103,Annesley,1104.5,6/0194/A3737
1104,Annotated,1105.5,6/0195/A3738
1105,Annotated C,1106.5,6/0195/A3739
1106,Annuaire,1107.5,6/0195/A3740
1107,Annual,1108.5,6/0195/A3741
1108,Annual R,1109.5,6/0195/A3742
1109,Annual review of ...,1110.5,6/0196/A3743
1110,"Annunzio, Gabriele d'",1111.5,6/0196/A3745
1111,"Annunzio, Gabriele d' (Subject)",1112.5,6/0196/A3747
1112,"Annunzio (Titles, etc.)",1113.5,6/0196/A3744
1113,Anomy,1114.5,6/0196/A3748
1114,Anonyms,1115.5,6/0196/A3749
1115,Anorthosite,1116.5,6/0196/A3750
1116,Anouilh,1117.5,6/0197/A3751
1117,Ansa,1118.5,6/0197/A3752
1118,Ansariyan,1119.5,6/0197/A3753
1119,Ansel,1120.5,6/0197/A3754
1120,Anselone,1121.5,6/0197/A3755
1121,Anspach,1122.5,6/0198/A3756
1122,Answer,1123.5,6/0198/A3767
1123,Answer to ...,1124.5,6/0198/A3768
1124,Answer to the ...,1125.5,6/0198/G2822
1125,Ant,1126.5,6/0198/A3762
1126,Antarctic regions,1127.5,sub
1127,Antarctic research,1128.5,6/0198/A3766
1128,Antenna,1129.5,6/0199/A3757
1129,Antevs,1130.5,6/0199/A3758
1130,Anthologia,1131.5,6/0199/A3760
1131,Anthologie,1132.5,6/0199/A3759
1132,Anthology,1133.5,6/0199/A3761
1133,Anthony,1134.5,6/0199/A3769
1134,"Anthony, M",1135.5,6/0199/A3746
1135,Anthropo-geography,1136.5,sub
1136,Anthropographie,1137.5,6/0200/A3774
1137,Anthropologie,1138.5,6/0200/A3779
1138,Anthropology,1139.5,sub
1139,"Anthropology, Biblical",1140.5,6/0201/A3781
1140,Anthropometry,1141.5,6/0201/A3788
1141,Anthropomorphe,1142.5,6/0201/A3789
1142,Antibiotic,1143.5,6/0201/A3790
1143,Antichita,1144.5,6/0201/A3791
1144,Anti-communism,1145.5,8/0202/A2297
1145,Antidot,1146.5,8/0202/A2295
1146,Anti-fascist,1147.5,8/0202/A3792
1147,Antigua,1148.5,8/0202/A3793
1148,Antike,1149.5,8/0202/A3794
1149,Antiken,1150.5,8/0202/A3795
1150,Antim,1151.5,8/0202/A3796
1151,Anti-Nazi movement,1152.5,8/0203/A3797
1152,Antin,1153.5,8/0203/A3798
1153,Antioche,1154.5,8/0203/A3799
1154,Antiqua,1155.5,8/0203/A3800
1155,Antiquis,1156.5,8/0203/A2255
1156,Antiquities,1157.5,8/0203/A2230
1157,Antisemitism,1158.5,sub
1158,"Anti-Semitism (Titles, etc.)",1159.5,8/0204/G3451
1159,Antitrust action,1160.5,8/0204/G3452
1160,Antitrust law,1161.5,8/0204/A1576
1161,Antitubercular,1162.5,8/0204/G3454
1162,Antoine de Padoue,1163.5,8/0204/G3455
1163,Antologia,1164.5,8/0204/G3456
1164,Antologia dramatu,1165.5,9/0205/G3457
1165,Anton,1166.5,9/0205/G3458
1166,Antonelle,1167.5,9/0205/G3459
1167,Antoniewicz,1168.5,9/0205/G3460
1168,Antonio,1169.5,9/0205/G3453
1169,Antonioli,1170.5,9/0205/G3461
1170,Antonova,1171.5,9/0205/G3462
1171,Antraigues,1172.5,10/0206/G3464
1172,Ants,1173.5,10/0206/G3463
1173,Antwerp,1174.5,10/0206/G3465
1174,Antwerpen,1175.5,10/0206/G3466
1175,Anuc,1176.5,10/0206/G3467
1176,Anvil,1177.5,9/0207/G3468
1177,Anxiety,1178.5,9/0207/G3469
1178,Anzenberger,1179.5,9/0207/G3471
1179,Apache,1180.5,9/0207/G3472
1180,Apacible,1181.5,9/0207/G3474
1181,Apartment,1182.5,9/0207/G3473
1182,Apel,1183.5,9/0208/G3477
1183,Apes,1184.5,9/0208/G3478
1184,Aphorismen,1185.5,9/0208/G3479
1185,Aphraates,1186.5,9/0208/G3480
1186,Apine,1187.5,9/0208/G3481
1187,Apocalyptic,1188.5,9/0208/G3482
1188,Apollinaire,1189.5,9/0208/G3483
1189,Apollinaire de Valence,1190.5,9/0209/G3484
1190,Apollodorus,1191.5,9/0209/G3485
1191,Apollonios de Rhodes,1192.5,9/0209/G3486
1192,Apollonius of Tyana,1193.5,9/0209/G3489
1193,Apologetics,1194.5,sub
1194,"Apologetics, Islamic",1195.5,9/0209/G3492
1195,Apology,1196.5,8/0210/G3494
1196,Apostat,1197.5,8/0210/G3495
1197,Apostolic,1198.5,8/0210/G3496
1198,Apostolski,1199.5,8/0210/G3497
1199,Appalachia,1200.5,8/0210/G3498
1200,Appaloosa,1201.5,8/0210/G3499
1201,Appeal,1202.5,8/0210/G3500
1202,Appel,1203.5,8/0211/G3503
1203,Appell,1204.5,8/0211/G3501
1204,Appendix,1205.5,8/0211/G3502
1205,Appianus,1206.5,8/0211/G3504
1206,Applause,1207.5,8/0211/G3505
1207,Appleton,1208.5,8/0211/G3506
1208,Appletree,1209.5,8/0211/G3507
1209,Application,1210.5,8/0211/G3508
1210,Applications,1211.5,8/0212/G3509
1211,Applications of H,1212.5,8/0212/G3510
1212,Applied,1213.5,8/0212/G3511
1213,Applied L,1214.5,8/0212/G3512
1214,Applied O,1215.5,8/0212/G3513
1215,Applied T,1216.5,8/0212/G3514
1216,Apportionment,1217.5,8/0212/G3515
1217,Apportionment and ....,1218.5,9/0213/G3516
1218,Apprentice,1219.5,9/0213/G3518
1219,Approach,1220.5,9/0213/G3517
1220,Approaches,1221.5,9/0213/G2607
1221,Approaches to S,1222.5,9/0213/G3520
1222,Approaching,1223.5,9/0213/G3519
1223,Approximate,1224.5,9/0213/G3521
1224,Apps,1225.5,9/0213/G3522
1225,Aprile,1226.5,9/0213/G3523
1226,Aptheker,1227.5,9/0214/G3524
1227,Apuleius Madaurensis,1228.5,sub
1228,Apuleius Madaurensis (Subject),1229.5,9/0214/G3546
1229,Apuleius and The golden ass,1230.5,9/0214/G3527
1230,"Aqar Quf, Iraq",1231.5,9/0214/G3528
1231,Aqqad,1232.5,9/0214/G3529
1232,Aqua,1233.5,9/0214/G3530
1233,Aquariums,1234.5,9/0215/G3531
1234,Aquenza,1235.5,9/0215/G3532
1235,Aquilina,1236.5,9/0215/G3533
1236,Ar,1237.5,9/0215/G3534
1237,Arab countries,1238.5,sub
1238,"Arab Cultural Club, Beirut",1239.5,9/0216/G3543
1239,Arab unity,1240.5,9/0216/G3544
1240,Arabia,1241.5,sub
1241,"Arabia, Persian",1242.5,9/0217/G2806
